trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
B20130803SAT_058150_L..N01R,10:19:00,10:19:00,L01N,24,,0,0
B20130803SAT_058750_L..N01R,10:25:00,10:25:00,L01N,24,,0,0
B20130803SAT_059350_L..N01R,10:31:00,10:31:00,L01N,24,,0,0
B20130803SAT_059950_L..N01R,10:37:00,10:37:00,L01N,24,,0,0
B20130803SAT_060550_L..N01R,10:43:00,10:43:00,L01N,24,,0,0
B20130803SAT_061150_L..N01R,10:49:00,10:49:00,L01N,24,,0,0
B20130803SAT_061750_L..N01R,10:55:00,10:55:00,L01N,24,,0,0
B20130803SAT_062350_L..N01R,11:01:00,11:01:00,L01N,24,,0,0
B20130803SAT_062950_L..N01R,11:07:00,11:07:00,L01N,24,,0,0
B20130803SAT_063550_L..N01R,11:13:00,11:13:00,L01N,24,,0,0
B20130803SAT_064150_L..N01R,11:19:00,11:19:00,L01N,24,,0,0
B20130803SAT_064750_L..N01R,11:25:00,11:25:00,L01N,24,,0,0
B20130803SAT_065350_L..N01R,11:31:00,11:31:00,L01N,24,,0,0
B20130803SAT_065950_L..N01R,11:37:00,11:37:00,L01N,24,,0,0
B20130803SAT_066550_L..N01R,11:43:00,11:43:00,L01N,24,,0,0
B20130803SAT_067150_L..N01R,11:49:00,11:49:00,L01N,24,,0,0
B20130803SAT_067750_L..N01R,11:55:00,11:55:00,L01N,24,,0,0
B20130803SAT_068350_L..N01R,12:01:00,12:01:00,L01N,24,,0,0
B20130803SAT_068950_L..N01R,12:07:00,12:07:00,L01N,24,,0,0
B20130803SAT_069550_L..N01R,12:13:00,12:13:00,L01N,24,,0,0
B20130803SAT_070150_L..N01R,12:19:00,12:19:00,L01N,24,,0,0
B20130803SAT_070750_L..N01R,12:25:00,12:25:00,L01N,24,,0,0
B20130803SAT_071350_L..N01R,12:31:00,12:31:00,L01N,24,,0,0
B20130803SAT_071950_L..N01R,12:37:00,12:37:00,L01N,24,,0,0
B20130803SAT_072550_L..N01R,12:43:00,12:43:00,L01N,24,,0,0
B20130803SAT_073150_L..N01R,12:49:00,12:49:00,L01N,24,,0,0
B20130803SAT_073750_L..N01R,12:55:00,12:55:00,L01N,24,,0,0
B20130803SAT_074350_L..N01R,13:01:00,13:01:00,L01N,24,,0,0
B20130803SAT_074950_L..N01R,13:07:00,13:07:00,L01N,24,,0,0
B20130803SAT_075550_L..N01R,13:13:00,13:13:00,L01N,24,,0,0
B20130803SAT_076150_L..N01R,13:19:00,13:19:00,L01N,24,,0,0
B20130803SAT_076750_L..N01R,13:25:00,13:25:00,L01N,24,,0,0
B20130803SAT_077350_L..N01R,13:31:00,13:31:00,L01N,24,,0,0
B20130803SAT_077950_L..N01R,13:37:00,13:37:00,L01N,24,,0,0
B20130803SAT_078550_L..N01R,13:43:00,13:43:00,L01N,24,,0,0
B20130803SAT_079150_L..N01R,13:49:00,13:49:00,L01N,24,,0,0
B20130803SAT_079750_L..N01R,13:55:00,13:55:00,L01N,24,,0,0
B20130803SAT_080350_L..N01R,14:01:00,14:01:00,L01N,24,,0,0
B20130803SAT_080850_L..N01R,14:06:00,14:06:00,L01N,24,,0,0
B20130803SAT_081350_L..N01R,14:11:00,14:11:00,L01N,24,,0,0
B20130803SAT_081850_L..N01R,14:16:00,14:16:00,L01N,24,,0,0
B20130803SAT_082350_L..N01R,14:21:00,14:21:00,L01N,24,,0,0
B20130803SAT_082850_L..N01R,14:26:00,14:26:00,L01N,24,,0,0
B20130803SAT_083350_L..N01R,14:31:00,14:31:00,L01N,24,,0,0
B20130803SAT_083850_L..N01R,14:36:00,14:36:00,L01N,24,,0,0
B20130803SAT_084350_L..N01R,14:41:00,14:41:00,L01N,24,,0,0
B20130803SAT_084850_L..N01R,14:46:00,14:46:00,L01N,24,,0,0
B20130803SAT_085350_L..N01R,14:51:00,14:51:00,L01N,24,,0,0
